title,recipe_link,img_link,ingredients,yield,nutrients,region,meal_type,subregion,total_calories,total_protein,total_fat,total_carb
Italian Grilled Eggplant with Basil and Parsley (Melanzane Grigliate al Basilico e Prezzemolo),https://www.allrecipes.com/recipe/275133/italian-grilled-eggplant-with-basil-and-parsley-melanzane-grigliate-al-basilico-e-prezzemolo/,https://www.allrecipes.com/thmb/5uMM0ZTlUXeQ9zqVm6WQTpIQg8E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6904111-e202a20f26b64a65b6471dd2db0e1f2f.jpg,"['1 eggplant, sliced into 1/2-inch rounds', '0.33333334326744 cup extra virgin olive oil', '2 cloves garlic, minced', '0.125 teaspoon salt', '2 tablespoons chopped fresh basil', '1 tablespoon chopped fresh flat-leaf parsley']",4 servings,"{'calories': '204 kcal', 'carbohydrateContent': '8 g', 'fiberContent': '5 g', 'proteinContent': '2 g', 'saturatedFatContent': '3 g', 'sodiumContent': '76 mg', 'sugarContent': '3 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",middle_eastern,,mediterranean,839.74,5.36,72.67,51.77
Italian Herb Bread,https://www.allrecipes.com/recipe/6784/italian-herb-bread-i/,https://www.allrecipes.com/thmb/iSfyFLv-8rG37Wp2xNjK_ekqgwg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4476569-791c8bb402ce43ffbeff512e9bfc9251.jpg,"['2 cups warm water (110 degrees F/45 degrees C)', '2 tablespoons white sugar', '2 (.25 ounce) packages active dry yeast', '6 cups bread flour', '0.5 cup grated Romano cheese', '0.25 cup olive oil', '1 tablespoon salt', '1 tablespoon dried basil', '1 tablespoon dried oregano', '1 teaspoon garlic powder', '1 teaspoon onion powder']",20 servings,"{'calories': '174 kcal', 'carbohydrateContent': '28 g', 'cholesterolContent': '3 mg', 'fiberContent': '1 g', 'proteinContent': '6 g', 'saturatedFatContent': '1 g', 'sodiumContent': '330 mg', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",european,bread,italian,3941.16,138.88,83.63,657.62
Italian Leafy Green Salad,https://www.allrecipes.com/recipe/15618/italian-leafy-green-salad/,https://www.allrecipes.com/thmb/F_qKwSkRY-Sgp2eH9ou9PmRc1Yg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/397065-c0b49865181a42579a58a95bfd50132f.jpg,"['2 cups romaine lettuce - torn, washed and dried', '1 cup torn escarole', '1 cup torn radicchio', '1 cup torn red leaf lettuce', '12 cherry tomatoes', '0.5 red bell pepper, sliced into rings', '0.5 green bell pepper, sliced in rings', '0.25 cup chopped green onions', '0.25 cup grapeseed oil', '0.25 cup balsamic vinegar', '2 tablespoons lemon juice', '2 tablespoons chopped fresh basil', 'salt and pepper to taste']",6 servings,"{'calories': '110 kcal', 'carbohydrateContent': '7 g', 'fiberContent': '2 g', 'proteinContent': '1 g', 'saturatedFatContent': '1 g', 'sodiumContent': '15 mg', 'sugarContent': '3 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",european,salad,italian,679.77,7.78,55.95,40.42
Italian Lemon Cream Cake,https://www.allrecipes.com/recipe/237434/italian-lemon-cream-cake/,https://www.allrecipes.com/thmb/M1oHb3XSbBjZSRNmmdbwLiPBo1Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5871913-26ebb2da9c4b4332810614f55dbd6c85.jpg,"['cooking spray', '1 (16.25 ounce) package white cake mix', '0.75 cup milk', '1 tablespoon milk', '2 eggs', '3.5 tablespoons vegetable oil', '2 tablespoons butter, melted', '0.5 teaspoon vanilla extract', '4 ounces cream cheese, softened', ""0.66666668653488 cup confectioners' sugar, divided, plus more for dusting"", '3 tablespoons lemon juice', '1 teaspoon grated lemon zest', '2 cups heavy whipping cream']",12 servings,"{'calories': '435 kcal', 'carbohydrateContent': '40 g', 'cholesterolContent': '102 mg', 'fiberContent': '0 g', 'proteinContent': '5 g', 'saturatedFatContent': '14 g', 'sodiumContent': '330 mg', 'sugarContent': '29 g', 'fatContent': '29 g', 'unsaturatedFatContent': '0 g'}",european,dessert,italian,4916.12,66.6,353.84,386.36
Italian Love Cake,https://www.allrecipes.com/recipe/7998/italian-love-cake/,https://www.allrecipes.com/thmb/pSn-Vu8Xl86nSqhEBN_LwpEMnMU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9279696-b37139d9b0c24f15b846cbdc228c5f7a.jpg,"['1 (18.25 ounce) package chocolate cake mix', '2 pints part-skim ricotta cheese', '0.75 cup white sugar', '1 teaspoon vanilla extract', '4 eggs', '1 (3.9 ounce) package instant chocolate pudding mix', '1 cup milk', '1 (12 ounce) container frozen whipped topping, thawed']",18 servings,"{'calories': '348 kcal', 'carbohydrateContent': '43 g', 'cholesterolContent': '62 mg', 'fiberContent': '1 g', 'proteinContent': '11 g', 'saturatedFatContent': '9 g', 'sodiumContent': '428 mg', 'sugarContent': '29 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",european,dessert,italian,5743.09,180.7,233.4,763.65
Italian Marinated Seafood Salad,https://www.allrecipes.com/recipe/38225/italian-marinated-seafood-salad/,https://www.allrecipes.com/thmb/7I8YKrRq6_SH3Mwzn51UR_uoRXY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4249979-4a9d204260824974888f3f4a67a37a97.jpg,"['0.5 pound sea scallops', '0.25 pound medium shrimp', '0.5 pound fresh mussels', '0.25 pound calamari rings', '0.5 cup pitted kalamata olives', '2 tablespoons lemon juice', '0.33333334326744 cup olive oil', '1 large clove garlic, minced', '1 tablespoon minced fresh parsley', '1 tablespoon minced fresh chives', '0.25 teaspoon red pepper flakes', '1 lemon, sliced', '1 medium red onion, thinly sliced', '6 cups mixed salad greens', 'freshly ground pepper to taste', 'salt']",6 servings,"{'calories': '265 kcal', 'carbohydrateContent': '10 g', 'cholesterolContent': '96 mg', 'fiberContent': '3 g', 'proteinContent': '19 g', 'saturatedFatContent': '2 g', 'sodiumContent': '405 mg', 'sugarContent': '1 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",european,salad,italian,1954.05,146.32,112.34,94.55
Italian Mashed Potatoes,https://www.allrecipes.com/recipe/111658/italian-mashed-potatoes/,https://www.allrecipes.com/thmb/EZBOWVXsY5-7bS4I6hDcHzkZpm0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4571520-c584ae5fa8ed4226848f1c367123e61c.jpg,"['6 russet potatoes, peeled and cut into chunks', '1 cup vegetable broth', '1 teaspoon dried thyme', '1 teaspoon dried rosemary', '1 teaspoon dried oregano', '1 teaspoon dried basil', '1 teaspoon onion powder', '1 teaspoon dried parsley', '1 teaspoon dried sage', '1 teaspoon minced garlic']",6 servings,"{'calories': '174 kcal', 'carbohydrateContent': '39 g', 'fiberContent': '5 g', 'proteinContent': '5 g', 'saturatedFatContent': '0 g', 'sodiumContent': '90 mg', 'sugarContent': '2 g', 'fatContent': '0 g', 'servingSize': '3 1/2 cups', 'unsaturatedFatContent': '0 g'}",european,side,italian,1049.22,28.99,2.02,231.22
Italian Pan-Fried Potatoes,https://www.allrecipes.com/recipe/279916/italian-pan-fried-potatoes/,https://www.allrecipes.com/thmb/6aQSzkXgeh57ULrnNEQ6dozQXIQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7316771-583fb10bd9184e249a316d6ed836e16b.jpg,"['4 russet potatoes, scrubbed', '3 tablespoons olive oil, divided, or as needed', '2 teaspoons salted butter, or to taste', '1 medium onion, sliced', '3 cloves garlic, minced', 'salt and ground black pepper to taste', '0.5 cup pitted Kalamata olives, halved', '1 tablespoon minced fresh parsley, or to taste']",4 servings,"{'calories': '334 kcal', 'carbohydrateContent': '42 g', 'cholesterolContent': '5 mg', 'fiberContent': '5 g', 'proteinContent': '5 g', 'saturatedFatContent': '3 g', 'sodiumContent': '343 mg', 'sugarContent': '3 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",european,side,italian,1298.71,20.95,63.9,166.13
Italian Party Bread,https://www.allrecipes.com/recipe/277509/italian-party-bread/,https://www.allrecipes.com/thmb/HwyuahwAx2b6o66zShhQ92PhP-c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7397936-19d98bfcceb64e6d80fd68bf56374804.jpg,"['1 (16 ounce) package pizza dough', '1 tablespoon all-purpose flour, or as needed for dusting', '0.33333334326744 cup prepared pesto sauce', '6 thin slices provolone cheese', '2 ounces sliced prosciutto, torn into ribbons', '0.33333334326744 cup diced banana peppers']",8 servings,"{'calories': '280 kcal', 'carbohydrateContent': '29 g', 'cholesterolContent': '19 mg', 'fiberContent': '1 g', 'proteinContent': '12 g', 'saturatedFatContent': '5 g', 'sodiumContent': '715 mg', 'sugarContent': '3 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",european,bread,italian,2310.32,97.48,113.12,223.96
Italian Pasta Salad,https://www.allrecipes.com/recipe/11711/italian-pasta-salad/,https://www.allrecipes.com/thmb/vVhk_xi223iO_Hp5nm0PicMFIHM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/835545-a84298fea5f54bc985c57010932d10a0.jpg,"['8 ounces rotini pasta', '2.5 cups frozen mixed vegetables', '0.5 cup diced Cheddar cheese', '0.33329999446869 cup pitted black olives', '1 cup Italian-style salad dressing']",6 servings,"{'calories': '338 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '10 mg', 'fiberContent': '4 g', 'proteinContent': '10 g', 'saturatedFatContent': '4 g', 'sodiumContent': '809 mg', 'sugarContent': '5 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",european,salad,italian,1984.77,43.71,134.85,148.39
Italian Pasta Salad I,https://www.allrecipes.com/recipe/14349/italian-pasta-salad-i/,https://www.allrecipes.com/thmb/nZ8ghf-3ccU9dgWIgeZeQK4NWMo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/673613-f7212be690b24b498636639a301986ad.jpg,"['1 (16 ounce) package rotini pasta', '1 cup Italian-style salad dressing', '1 cup creamy Caesar salad dressing', '1 cup grated Parmesan cheese', '1 red bell pepper, diced', '1 green bell pepper, chopped', '1 red onion, diced']",12 servings,"{'calories': '291 kcal', 'carbohydrateContent': '33 g', 'cholesterolContent': '6 mg', 'fiberContent': '2 g', 'proteinContent': '9 g', 'saturatedFatContent': '3 g', 'sodiumContent': '728 mg', 'sugarContent': '5 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",european,salad,italian,3547.59,66.38,275.55,200.63
Italian Pasta Salad II,https://www.allrecipes.com/recipe/87596/italian-pasta-salad-ii/,https://www.allrecipes.com/thmb/G0HfzMxa1KTAtuqnO691Bs-5T-s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/970176-4081e729ebbc4d99b7a0b5ca257dbf24.jpg,"['1 (16 ounce) package rigatoni pasta', '0.5 cup extra-virgin olive oil, or as needed', '2 red bell peppers, seeded and chopped', '1 green bell pepper, seeded and chopped', '2 pints cherry tomatoes, halved', '3 tablespoons jarred minced garlic', 'salt and pepper to taste', '1 bunch fresh basil, chopped', '1 teaspoon fresh parsley, chopped', '1 teaspoon dried oregano, or to taste', '1 cup diced Asiago cheese', '0.5 cup grated Parmesan cheese']",8 servings,"{'calories': '438 kcal', 'carbohydrateContent': '48 g', 'cholesterolContent': '18 mg', 'fiberContent': '4 g', 'proteinContent': '15 g', 'saturatedFatContent': '6 g', 'sodiumContent': '272 mg', 'sugarContent': '4 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",european,salad,italian,2646.37,87.85,150.31,244.61
Italian Pasta Veggie Salad,https://www.allrecipes.com/recipe/16141/italian-pasta-veggie-salad/,https://www.allrecipes.com/thmb/t8UQ9mL-VT6lV-muOEs4_DOttw0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2111-1c57ab311f414da99c080c7b23bd8909.jpg,"['10 ounces fusilli pasta', '1 onion, chopped', '1 green bell pepper, chopped', '2 tomatoes, chopped', '1 cup chopped mushrooms', '0.75 cup fat free Italian-style dressing']",8 servings,"{'calories': '181 kcal', 'carbohydrateContent': '38 g', 'fiberContent': '3 g', 'proteinContent': '5 g', 'saturatedFatContent': '0 g', 'sodiumContent': '238 mg', 'sugarContent': '6 g', 'fatContent': '1 g', 'unsaturatedFatContent': '0 g'}",european,salad,italian,1015.52,33.59,20.29,177.69
Italian Peas,https://www.allrecipes.com/recipe/90209/italian-peas/,https://www.allrecipes.com/thmb/uZJHL9OpmAf-kjbSTxA5ee08dKQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2432901-italian-peas-Allrecipes-Magazine-4x3-1-a69276aa176b4f34a1f323ae704fce77.jpg,"['2 tablespoons olive oil', '1 onion, chopped', '2 cloves garlic, minced', '16 ounces frozen green peas', '1 tablespoon chicken stock', 'salt and ground black pepper to taste']",6 servings,"{'calories': '106 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '0 mg', 'fiberContent': '4 g', 'proteinContent': '4 g', 'saturatedFatContent': '1 g', 'sodiumContent': '121 mg', 'sugarContent': '5 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",european,side,italian,681.17,26.59,28.46,84.42
Italian Pizza Dough,https://www.allrecipes.com/recipe/232589/italian-pizza-dough/,https://www.allrecipes.com/thmb/mURrnNkMyr7SuTtQLRdXojTrtXk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8441943-b8965912343c4e468065e2dba87d8033.jpg,"['1.5 teaspoons active dry yeast', '0.5 teaspoon white sugar', '0.5 cup lukewarm water', '2 cups sifted all-purpose flour', '0.5 teaspoon salt', '2 tablespoons olive oil', '1 egg, beaten']",6 servings,"{'calories': '208 kcal', 'carbohydrateContent': '33 g', 'cholesterolContent': '31 mg', 'fiberContent': '1 g', 'proteinContent': '6 g', 'saturatedFatContent': '1 g', 'sodiumContent': '208 mg', 'sugarContent': '1 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",european,bread,italian,1247.77,34.54,34.67,195.7
Italian Polenta Casserole,https://www.allrecipes.com/recipe/278329/italian-polenta-casserole/,https://www.allrecipes.com/thmb/qSe9Lvu6pLrjsejDPlmuogdS92w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7630242-de234f6c965a4ab4af3c20238841f365.jpg,"['1 (14 ounce) can cherry tomatoes', '0.25 cup fresh basil', '2 cloves garlic', '1 tablespoon red wine', '0.125 teaspoon salt', '3 cups water', '0.5 teaspoon salt', '0.75 cup polenta', '1 cup grated Pecorino Romano cheese', '2 tablespoons butter', '1 medium zucchini, thinly sliced', '1.5 cups finely shredded Italian-style cheese']",6 servings,"{'calories': '318 kcal', 'carbohydrateContent': '21 g', 'cholesterolContent': '55 mg', 'fiberContent': '2 g', 'proteinContent': '17 g', 'saturatedFatContent': '11 g', 'sodiumContent': '1036 mg', 'sugarContent': '3 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",european,side,italian,1279.77,63.82,95.1,45.58
Italian Popcorn with Parmesan,https://www.allrecipes.com/recipe/244649/italian-popcorn-with-parmesan/,https://www.allrecipes.com/thmb/AmkUIBDdvKxh4ftiXsCXsQojx7U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2513602-8bd0662eb34043278488390922b7609f.jpg,"['6 tablespoons unpopped popcorn', '0.25 cup olive oil', '2 tablespoons olive oil', '1.5 tablespoons Italian seasoning', '1.5 teaspoons garlic salt', '1 cup freshly grated Parmigiano cheese']",6 servings,"{'calories': '227 kcal', 'carbohydrateContent': '11 g', 'cholesterolContent': '12 mg', 'fiberContent': '2 g', 'proteinContent': '7 g', 'saturatedFatContent': '4 g', 'sodiumContent': '658 mg', 'sugarContent': '0 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",european,appetizer,italian,1285.87,35.92,119.6,20.84
Italian Pork Tenderloin,https://www.allrecipes.com/recipe/71555/italian-pork-tenderloin/,https://www.allrecipes.com/thmb/T-MyzmOmvHFzjUNf4uhwZ9caR0g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6230745-italian-pork-tenderloin-chefdaddy-4x3-1-545e5eaa68334b798e15f75efc9a3e29.jpg,"['2 tablespoons olive oil', '0.25 cup chopped prosciutto', '2 tablespoons chopped fresh sage', '2 tablespoons chopped fresh parsley', '2 tablespoons chopped oil-packed sun-dried tomatoes', '0.25 cup chopped onion', '1.5 pounds pork tenderloin, cut into 1/2 inch strips', '0.5 cup chicken broth', '0.5 cup heavy cream', '0.25 teaspoon salt', '0.5 teaspoon ground black pepper']",4 servings,"{'calories': '356 kcal', 'carbohydrateContent': '3 g', 'cholesterolContent': '122 mg', 'fiberContent': '1 g', 'proteinContent': '29 g', 'saturatedFatContent': '10 g', 'sodiumContent': '390 mg', 'sugarContent': '1 g', 'fatContent': '25 g', 'unsaturatedFatContent': '0 g'}",european,,italian,1820.68,198.75,103.94,14.54
Italian Potato Salad,https://www.allrecipes.com/recipe/16145/italian-potato-salad/,https://www.allrecipes.com/thmb/fme5OC_G_EQPE26_w4Ol4epuda8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1007918-2cf0ccf70cdf4017ad459eca5ec51981.jpg,"['5 large potatoes, peeled and chopped', '2 cloves garlic, minced', '0.66666668653488 cup extra virgin olive oil', '0.5 cup white wine vinegar', '0.33333334326744 cup chopped fresh parsley']",8 servings,"{'calories': '348 kcal', 'carbohydrateContent': '41 g', 'fiberContent': '5 g', 'proteinContent': '5 g', 'saturatedFatContent': '3 g', 'sodiumContent': '17 mg', 'sugarContent': '2 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",european,salad,italian,2707.16,38.35,146.85,319.47
Italian Roasted Cauliflower,https://www.allrecipes.com/recipe/163623/italian-roasted-cauliflower/,https://www.allrecipes.com/thmb/OUFjHvmbgso9XSeI9NEvxF4WgJA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/966854-c16ac385a3d34314bc2c1715f43376ff.jpg,"['1 head cauliflower, cut into florets', '1 large red bell pepper, cut into 1-1/2 inch pieces', '1 red onion, sliced', '0.5 cup chopped fresh dill', '3 tablespoons balsamic vinegar', '2 tablespoons white wine vinegar', '2 teaspoons olive oil', 'salt and pepper to taste']",4 servings,"{'calories': '90 kcal', 'carbohydrateContent': '15 g', 'fiberContent': '5 g', 'proteinContent': '4 g', 'saturatedFatContent': '0 g', 'sodiumContent': '52 mg', 'sugarContent': '8 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",european,side,italian,289.28,13.04,7.49,48.85
Italian Sausage Soup,https://www.allrecipes.com/recipe/12942/italian-sausage-soup/,https://www.allrecipes.com/thmb/Y8fxk4Uet3BuBwA7utN-Cu893GM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6285692-2000-b479479c45264abca7d46e3aee971868.jpg,"['1 pound Italian sausage', '1 clove garlic, minced', '2 (14 ounce) cans beef broth', '1 (14.5 ounce) can Italian-style stewed tomatoes', '1 cup sliced carrots', '0.25 teaspoon salt', '0.25 teaspoon ground black pepper', '1 (14.5 ounce) can great Northern beans, undrained', '2 small zucchini, cubed', '2 cups spinach - packed, rinsed and torn']",6 servings,"{'calories': '385 kcal', 'carbohydrateContent': '23 g', 'cholesterolContent': '58 mg', 'fiberContent': '6 g', 'proteinContent': '19 g', 'saturatedFatContent': '9 g', 'sodiumContent': '1259 mg', 'sugarContent': '4 g', 'fatContent': '24 g', 'unsaturatedFatContent': '0 g'}",european,soups_and_stews,italian,2323.99,147.72,129.86,148.74
Italian Sausage Spaghetti,https://www.allrecipes.com/recipe/283148/italian-sausage-spaghetti/,https://www.allrecipes.com/thmb/LXDPBxvPlXya2oKUHMOb1rWGX2o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/IMG_2818_chef-johns-italian-sausage-spaghetti_chef-john-5a2f5af446ce49e7a9a7727b3acfb3df.jpg,"['1 tablespoon olive oil', '4 (6 ounce) sweet Italian sausage links', '0.25 cup white wine', '1 (32 ounce) jar marinara sauce', '1.5 cups water', '1 (16 ounce) package spaghetti', '0.5 cup freshly grated Parmigiano-Reggiano cheese', '2 tablespoons chopped flat-leaf (Italian) parsley, or to taste']",4 servings,"{'calories': '1336 kcal', 'carbohydrateContent': '123 g', 'cholesterolContent': '119 mg', 'fiberContent': '10 g', 'proteinContent': '58 g', 'saturatedFatContent': '22 g', 'sodiumContent': '3325 mg', 'sugarContent': '25 g', 'fatContent': '65 g', 'unsaturatedFatContent': '0 g'}",european,main,italian,2603.64,162.86,104.54,238.89
Italian Sausage Tortellini Soup,https://www.allrecipes.com/recipe/16797/italian-sausage-tortellini-soup/,https://www.allrecipes.com/thmb/KyqeNqZYOBDfzS1ibyila_30CmE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Italian-Sausage-Tortellini-Soup-by-Steve-Shaffer-2000-40b3ddf31b9646b38da30c10117e7eba.jpg,"['1 (3.5 ounce) link sweet Italian sausage, casings removed', '1 cup chopped onions', '2 cloves garlic, minced', '5 cups beef stock', '0.33300000429153 cup water', '0.5 cup red wine', '4 tomatoes - peeled, seeded and chopped', '1 cup chopped carrots', '0.5 teaspoon dried basil', '0.5 teaspoon dried oregano', '1 cup tomato sauce', '1 zucchini, chopped', '8 ounces cheese tortellini', '1 green bell pepper, chopped', '1 tablespoon chopped fresh parsley', '2 tablespoons grated Parmesan cheese for topping']",6 servings,"{'calories': '249 kcal', 'carbohydrateContent': '28 g', 'cholesterolContent': '22 mg', 'fiberContent': '4 g', 'proteinContent': '12 g', 'saturatedFatContent': '4 g', 'sodiumContent': '542 mg', 'sugarContent': '10 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",european,soups_and_stews,italian,1565.87,93.64,34.84,212.1
Italian Sausage and Tomato Soup,https://www.allrecipes.com/recipe/230392/italian-sausage-and-tomato-soup/,https://www.allrecipes.com/thmb/mveg8N9vWImQeplRz2o-bgTOaew=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4859369-69b30012bbe44d26a5c0a382d69f3c61.jpg,"['1 tablespoon olive oil', '1 (16 ounce) package bulk turkey sausage', '1 large onion, cut into chunks', '4 cloves garlic, chopped', '1 pinch Italian seasoning, or to taste', 'salt and ground black pepper to taste', '2 carrots, thinly sliced', '1 (15 ounce) can cannellini beans, drained and rinsed', '1 (14.5 ounce) can diced tomatoes', '1 (14.5 ounce) can beef broth', '0.5 (14.5 ounce) can chicken broth', '1 (6.5 ounce) can tomato sauce', '2 bay leaves', '1 cup rigatoni pasta']",6 servings,"{'calories': '291 kcal', 'carbohydrateContent': '28 g', 'cholesterolContent': '58 mg', 'fiberContent': '5 g', 'proteinContent': '21 g', 'saturatedFatContent': '3 g', 'sodiumContent': '1422 mg', 'sugarContent': '6 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}",european,soups_and_stews,italian,2248.61,180.2,68.75,231.38
"Italian Sausage, Peppers, and Onions",https://www.allrecipes.com/recipe/76808/italian-sausage-peppers-and-onions/,https://www.allrecipes.com/thmb/ZIFREPEqY3Jfssa5sireUqUQKLo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/76808-ItalianSausagePepperAndOnions-mfs-2X3-0041-4579928b4d1d4786bbe4f46e18729be3.jpg,"['6 (4 ounce) links sweet Italian sausage', '2 tablespoons butter', '1 medium yellow onion, sliced', '0.5 medium red onion, sliced', '4 cloves garlic, minced', '1 large red bell pepper, sliced', '1 medium green bell pepper, sliced', '1 teaspoon dried basil', '1 teaspoon dried oregano', '0.25 cup white wine, or more to taste']",6 servings,"{'calories': '461 kcal', 'carbohydrateContent': '7 g', 'cholesterolContent': '96 mg', 'fiberContent': '2 g', 'proteinContent': '17 g', 'saturatedFatContent': '15 g', 'sodiumContent': '857 mg', 'sugarContent': '3 g', 'fatContent': '39 g', 'unsaturatedFatContent': '0 g'}",european,main,italian,1415.53,115.19,81.21,50.87
Italian Seasoning,https://www.allrecipes.com/recipe/34450/italian-seasoning-i/,https://www.allrecipes.com/thmb/huwxCxRRakc6YudAuqcIYLds098=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/34450-ItalianSeasoningi-ddmfs-4X3-0372-67b1300d4dbe4462a06f64d8a3f9822b.jpg,"['2 tablespoons dried basil', '2 tablespoons dried oregano', '2 tablespoons dried rosemary', '2 tablespoons dried marjoram', '2 tablespoons dried cilantro', '2 tablespoons dried thyme', '2 tablespoons dried savory', '2 tablespoons red pepper flakes']",10 servings,"{'calories': '20 kcal', 'carbohydrateContent': '4 g', 'fiberContent': '2 g', 'proteinContent': '1 g', 'saturatedFatContent': '0 g', 'sodiumContent': '3 mg', 'sugarContent': '0 g', 'fatContent': '1 g', 'unsaturatedFatContent': '0 g'}",european,,italian,147.1,5.58,4.82,31.99
Italian Spaghetti Sauce with Meatballs,https://www.allrecipes.com/recipe/21353/italian-spaghetti-sauce-with-meatballs/,https://www.allrecipes.com/thmb/-WqniJ77Ug_6QWGXvvpDRYsucMc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/21353-italian-spaghetti-sauce-with-meatballs-3x2-138-1ce49b508a6e483ca909431025e8240d.jpg,"['1 pound lean ground beef', '1 cup fresh bread crumbs', '1 tablespoon dried parsley', '1 tablespoon grated Parmesan cheese', '0.25 teaspoon ground black pepper', '0.125 teaspoon garlic powder', '1 egg, beaten', '0.75 cup chopped onion', '5 cloves garlic, minced', '0.25 cup olive oil', '2 (28 ounce) cans whole peeled tomatoes', '2 teaspoons salt', '1 teaspoon white sugar', '1 bay leaf', '1 (6 ounce) can tomato paste', '0.75 teaspoon dried basil', '0.5 teaspoon ground black pepper']",6 servings,"{'calories': '347 kcal', 'carbohydrateContent': '23 g', 'cholesterolContent': '77 mg', 'fiberContent': '5 g', 'proteinContent': '19 g', 'saturatedFatContent': '6 g', 'sodiumContent': '1493 mg', 'sugarContent': '11 g', 'fatContent': '21 g', 'unsaturatedFatContent': '0 g'}",european,main,italian,2592.59,176.76,125.22,201.66
Italian Stuffed Bread,https://www.allrecipes.com/recipe/257065/italian-stuffed-bread/,https://www.allrecipes.com/thmb/7g5Wt-HWcXY3xWc76F00mFVGYLM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4529871-9da7a008d2b9442094c9bc851330bbde.jpg,"['1 (1 pound) loaf frozen bread dough, thawed', '1 tablespoon olive oil, or to taste', '1 teaspoon dried oregano', '1 teaspoon dried basil', '16 slices mortadella', '12 slices provolone cheese', '12 thin slices capicola ham', '12 slices Genoa salami', '1.5 cups sliced Roma tomatoes', '1.5 cups thinly sliced fresh mushrooms', '1 egg, beaten', '2 tablespoons sesame seeds']",6 servings,"{'calories': '807 kcal', 'carbohydrateContent': '42 g', 'cholesterolContent': '129 mg', 'fiberContent': '4 g', 'proteinContent': '41 g', 'saturatedFatContent': '21 g', 'sodiumContent': '2108 mg', 'sugarContent': '5 g', 'fatContent': '52 g', 'unsaturatedFatContent': '0 g'}",european,main,italian,3714.33,239.42,285.05,48.92
